topic,ID,url,title,snippet,relevant,viewpoint
Is Cell Phone Radiation Safe?,50490,https://articles.mercola.com/sites/articles/archive/2016/09/27/cell-phone-radiation.aspx,Mobile Phone Safety - The Truth About Cell Phone Radiation,"Cell Phone Radiation Concerns. The wireless industry calls radiation from FM radios and microwave ovens &quot;non-ionizing.&quot; But when you use a cell phone to make a call, text or access data, your phone first sends RF waves from its antenna to nearby cell towers, then receives RF waves in return back to its antenna.",FALSE,0
Is Cell Phone Radiation Safe?,72887,http://large.stanford.edu/courses/2016/ph240/smith-s1/,Do Cell Phones Cause Cancer? - Robert B. Laughlin,"Do Cell Phones Cause Cancer? Sandy Smith ... with multiple theories stating that there is a direct correlation as well as arguments against this theory that state the signals being emitted are too low to form the carcinogenic cells. ... this may pose more of a problem, but as of now, the emitting of cell phone radiation is the least of concerns ...",TRUE,2
Is Cell Phone Radiation Safe?,73623,https://www.airestech.com/lp/is-cell-phone-radiation-dangerous/,Is Cell Phone Radiation Dangerous? - Aires Technologies,Q: Is cell phone radiation dangerous? There is an invisible threat that looms over every person living in the modern world. We are unknowingly exposed to it every day because you cannot see it with the naked eye. You may be feeling the effects of it and not even know why or where they are coming from.,TRUE,-3
Is Cell Phone Radiation Safe?,78772,https://www.howtogeek.com/423720/how-worried-should-you-be-about-the-health-risks-of-5g/,How Worried Should You Be About the Health Risks of 5G?,"In this widely quoted study about cell phone radio frequency radiation, scientists found that high exposure to 3G RFR led to some cases of cancerous heart tumors, brain tumors, and tumors in the adrenal glands of male rats. The study is a good object lesson in how hard it is to do science like this.",TRUE,0
Is Cell Phone Radiation Safe?,79382,http://www.padrak.com/vesperman/Dr.PowellHealthArgumentsAgainstCellPhonesTowers%208.11.16.pdf,The Health Argument against Cell Phones and Cell Towers,"The Health Argument against Cell Phones and Cell Towers The biomedical evidence showing that the radiofrequency radiation emitted by cell phones and cell towers is harmful to health continues to grow. This document summarizes the health argument against cellular technology, whatever the benefits of that technology may be.",TRUE,-3
Is Cell Phone Radiation Safe?,87192,https://techwellness.com/blogs/expertise/phone-radiation-safe-distance,What&#39;s A Safe Distance from Cell phone Radiation? Experts ...,"Devra Davis of the Environmental Health Trust point out: &quot;Research has not yet identified a “safe level”of cell phone or wireless radiation&quot; The makers of cell phones and Smart watches reference RF energy and safe distance levels in their manuals. Our research section has links to the iPhone 8, Macbook, Apple Watch And Samsung manuals.",TRUE,-2
Is Cell Phone Radiation Safe?,93042,https://www.listland.com/10-reasons-cell-phones-might-not-safe/,10 Reasons Cell Phones Might Not Be Safe,"The same radiation that comes out of cell phones also comes from microwave ovens and radios with AM/FM dials. There is no doubt that high doses of this radiation causes cancer, but since this is a lower dose, scientists are not yet sure how much it will take to cause the same effect, and less is known about what the risks of this low dose radiation might be.",TRUE,-3
Is Cell Phone Radiation Safe?,11241,https://www.defendershield.com/do-cell-phones-emit-radiation-actually-harmful/,Do Cell Phones Emit Radiation that is Actually Harmful ...,"Do cell phones emit radiation that could potentially be harmful to human health? What can we do to protect ourselves from radiation from cell phones? ... Do Cell Phones Emit Radiation that is Actually Harmful? ... The trusted worldwide leader in EMF protection &amp; safety, DefenderShield is the platinum standard in cell phone, laptop, tablet and ...",TRUE,-2
Is Cell Phone Radiation Safe?,11710,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4074720/,The influence of direct mobile phone radiation on sperm ...,The effect of mobile phone radiation on male fertility is the subject of recent interest and investigations. The aim of this study was to investigate the direct in vitro influence of mobile phone radiation on sperm DNA fragmentation and motility parameters in healthy subjects with normozoospermia.,TRUE,-2
Is Cell Phone Radiation Safe?,22219,https://www.gq.com/story/warning-cell-phone-radiation,Warning: Your Cell Phone May Be Hazardous to Your Health | GQ,"It&#39;s hard to talk about the dangers of cell-phone radiation without sounding like a conspiracy theorist. This is especially true in the United States, where non-industry-funded studies are rare ...",TRUE,-2
Is Cell Phone Radiation Safe?,32035,https://www.thoughtco.com/how-safe-are-cell-phones-1204064,Does Cell Phone Radiation Cause Cancer?,"Yet, as cell phone use continues to grow, so does concern about the possible health risks of prolonged exposure to cell phone radiation. Cell Phones and Cancer Wireless cell phones transmit signals via radio frequency (RF), the same kind of low-frequency radiation used in microwave ovens and AM/FM radios.",TRUE,-1
Is Cell Phone Radiation Safe?,44432,https://www.the-scientist.com/news-opinion/opinion-cell-phone-health-risk-40449,Opinion: Cell Phone Health Risk? | The Scientist Magazine,News &amp; Opinion; Opinion: Cell Phone Health Risk? ... the World Health Organization reported the following year that cell phone radiation may be carcinogenic. ... selected contractors to do experiments that suggested the scientist’s research was invalid or not relevant to the safety of Air Force radar.,TRUE,0
Is Cell Phone Radiation Safe?,46145,https://www.theguardian.com/commentisfree/2016/feb/16/the-debate-about-mobile-phones-brain-cancer-and-artificial-electrosmog-its-complicated,Mobile phones and brain cancer: ‘no evidence of health ...,"Since the widespread use of mobile phones, overall brain cancer rates have not increased and this is often used as proof that mobile phones are safe. But this is short sighted, mainly because ...",TRUE,-1
Is Cell Phone Radiation Safe?,48944,https://www.cbsnews.com/news/study-no-scientific-evidence-that-cell-phones-are-harmful/,Study: &quot;No scientific evidence&quot; that cell phones are ...,Study: &quot;No scientific evidence&quot; that cell phones are harmful. ... A popular argument when discussing the dangers of cell phone use is that electromagnetic radiation from mobile devices can damage ...,TRUE,2
Is Cell Phone Radiation Safe?,55197,https://www.huffpost.com/entry/cell-phone-radiation-_b_828330,Cell Phone Radiation: Is It Dangerous? | HuffPost,"Previous work from Prof. Dariusz Leszczynski&#39;s group at the Finnish Radiation and Nuclear Safety Authority, published in 2008 in BMC Genomics, involved a human study where punch skin biopsies were taken from the forearm of 10 human volunteers who were exposed for one hour to cell phone radiation. The study revealed that the expression level of ...",TRUE,-1
Is Cell Phone Radiation Safe?,69517,https://chriskresser.com/are-cell-phones-dangerous-to-your-health/,Are Cell Phones Dangerous to Your Health? | Chris Kresser,"In-vitro and animal research reflects this—cell phone radiation was not found to cause or promote cancer in isolated human cells or in rodents. (17, 18, 19) But we still have to consider the other effects that cell phone radiation could have on the body, and whether those effects could increase the risk of cancer long-term.",TRUE,0
Is Cell Phone Radiation Safe?,86734,https://www.saferemr.com/2017/09/whats-wrong-with-cell-phone-radiation.html,Electromagnetic Radiation Safety: What&#39;s Wrong with Cell ...,Exposure limits are intended to protect against adverse health effects of EMF exposure across the entire frequency range and modulation.” ... .There was a proposal to use a safety factor of 5 and set to the cell phone MPL at 100 μW/ cm ... The standards are based upon averaging cell phone radiation exposure over one or ten grams of tissue ...,TRUE,-2
Is Cell Phone Radiation Safe?,88519,https://www.articlecity.com/blog/is-cellphone-radiation-dangerous/,Is Cellphone Radiation Dangerous? - ArticleCity.com,"It’s important to know that your mobile phone must emit more power and radiation when you are in a rural area or a place with little cellphone reception. So, it’s best to use your mobile phone when you are in an area with good reception. Is Cellphone Radiation Dangerous? Final Thoughts",TRUE,0
Is Cell Phone Radiation Safe?,89253,https://www.radiationhealthrisks.com/cell-phone-tower-radiation-harmful/,Is Cell Phone Tower Radiation Harmful? – Get The Facts!,Cell Phone towers emit mass amounts of harmful RF (radio frequency) radiation also known as “microwave” radiation. If you have ever seen the huge size and quantity of power cables that run these towers you know that the amperage they use is significant as well.,TRUE,-2
Is Cell Phone Radiation Safe?,95247,https://www.reuters.com/article/us-usa-health-mobilephones/high-levels-of-cellphone-radiation-linked-to-tumors-in-rats-u-s-study-idUSKBN1FM2HP,High levels of cellphone radiation linked to tumors in ...,"Male rats exposed to very high levels of the kind of radiation emitted by cellphones developed tumors in the tissues around their hearts, according to a draft report by U.S. government researchers ...",TRUE,-2
Is Cell Phone Radiation Safe?,99908,https://www.forbes.com/sites/quora/2018/02/02/the-truth-about-cell-phone-radiation/,The Truth About Cell Phone Radiation - forbes.com,"Do mobile phones (cell phones) emit harmful radiation or electromagnetic fields? originally appeared on Quora: the place to gain and share knowledge, empowering people to learn from others and ...",TRUE,2
Is Cell Phone Radiation Safe?,21649,http://www.cellphonesafety.org/,Cell Phone Safety: Mobile Phone Radiation Linked to Brain ...,Warning: An important United States governmental study links cell phone radiation to elevated risks of brain and heart cancer. ... This argument implies that the safest legislation totally bans use of cell phones in cars. ... Responsibility for driver cell phone safety is the part of so many distinct factions.,TRUE,-1
Is Cell Phone Radiation Safe?,26310,https://e360.yale.edu/features/are_cell_phones_safe_the_verdict_is_still_out,Are Cell Phones Safe? The Verdict is Still Out - Yale E360,"The radiofrequency radiation falls off quickly the farther your cell phone is from your body. Look for a cell phone with a low SAR. Don’t keep your cell phone in your pocket. Use a hands-free device. Text rather than talk. And while the cancer risks are unknown, the risks from using your cell phone while driving are pretty clear.",TRUE,0
Is Cell Phone Radiation Safe?,28062,https://www.theguardian.com/technology/2018/jul/14/mobile-phones-cancer-inconvenient-truths,The inconvenient truth about cancer and mobile phones ...,Opinion The Guardian view ... government study concluded that there is “clear evidence” that radiation from mobile phones causes ... of mobile phone safety has long reflected the outlook of ...,TRUE,-1
Is Cell Phone Radiation Safe?,31633,https://sciencebasedmedicine.org/about-that-cell-phone-and-cancer-study/,About that Cell Phone and Cancer Study – Science-Based ...,This trend continues to the present day. We therefore have about 25 years of data showing that a dramatic increase in cell phone use over that time has not resulted in an increase in brain tumors overall. This is a powerful argument against any causal connection between cell phone use and brain tumors.,TRUE,2
Is Cell Phone Radiation Safe?,33340,https://time.com/5069317/california-mobile-phone-radiation/,"Cell Phone Radiation May Be Dangerous, California Health ...","Cell Phone Radiation May Be Dangerous, California Health Officials Warn ... The guidelines also caution against the use “radiation shields” and other devices marketed to block RF energy ...",TRUE,-1
Is Cell Phone Radiation Safe?,38729,https://blogs.scientificamerican.com/observations/we-have-no-reason-to-believe-5g-is-safe/,We Have No Reason to Believe 5G Is Safe - Scientific ...,The telecommunications industry and their experts have accused many scientists who have researched the effects of cell phone radiation of &quot;fear mongering&quot; over the advent of wireless technology&#39;s 5G.,TRUE,-3
Is Cell Phone Radiation Safe?,59423,https://www.iflscience.com/health-and-medicine/is-radiation-from-your-mobile-phone-killing-your-sperm/,Is Radiation From Your Mobile Phone Killing Your Sperm ...,A new study has reviewed 27 studies looking into whether electromagnetic radiation is causing harm to sperm count and viability. As soon as mobile phones were small enough to fit into pockets ...,TRUE,-1
Is Cell Phone Radiation Safe?,66216,https://www.scientificamerican.com/article/major-cell-phone-radiation-study-reignites-cancer-questions/,Major Cell Phone Radiation Study Reignites Cancer ...,"Major Cell Phone Radiation Study Reignites Cancer Questions. Exposure to radio-frequency radiation linked to tumor formation in rats. ... Relatively little is known about their safety, however ...",TRUE,-1
Is Cell Phone Radiation Safe?,68886,https://www.safecell.net/,Are Cell Phones Harmful? How to Reduce Cell Phone ...,"A Look at the Effects of Cell Phone Radiation and Wireless Technology Over the Past 30 Years. It is useful to be aware of new health research regarding cell phone usage and cell phone radiation. The first cell phone call was made in 1985 and that phone cost $5,000 and weighed about 9 pounds.",TRUE,-2
Is Cell Phone Radiation Safe?,70889,https://www.androidauthority.com/5g-dangers-895776/,5G dangers: mmWave microwaves and other health claims debunked,Many of the persistent myths about cell tower radiation still hang over the industry from as far back as the 2G days. ... Carpenter continued to pursue this argument against various other network ...,TRUE,2
Is Cell Phone Radiation Safe?,79772,https://www.lifeextension.com/Magazine/2007/8/report_cellphone_radiation/,Hidden Dangers Cell Phone Radiation - page 1 - Life Extension,"The best protection against cell phone radiation is keeping a safe distance. Always use a headset to minimize exposure to harmful cell phone radiation. Forced to take action, the cell phone industry set up a non-profit organization, Wireless Technology Research (WTR), to perform the study. Dr.",TRUE,-2
Is Cell Phone Radiation Safe?,83797,https://skeptoid.com/episodes/4117,How Dangerous Is Cell Phone Radiation? - Skeptoid,"The lack of any connection is not surprising, given that no plausible hypothesis exists for how a cell phone could cause tissue damage. RF below the visible spectrum, which includes the frequencies used by cell phones and all radio devices, is not ionizing radiation and so has no potential to damage living cells or break any chemical bonds.",TRUE,2
Is Cell Phone Radiation Safe?,95334,https://www.nydailynews.com/life-style/health/cellphone-radiation-cancer-study-article-1.2308509,"Hold the phone, Central! Cellphone radiation can cause ...","The scientists were right — your cell phone can give you cancer. ... &quot;These data are a clear sign of the real risks this kind of radiation poses for human health,&quot; study author Igor Yakymenko said.",TRUE,-3
Is Cell Phone Radiation Safe?,99653,https://www.androidauthority.com/cellphone-radiation-harmful-to-health-608334/,Are smartphones really harmful to our health?,"I’m not an advocate against human safety in the slightest, but throughout the group’s appeal, cell phones are a major part of the argument, and they shouldn’t be. Sure, smartphones rarely ...",TRUE,0
Should Bottled Water Be Banned?,21493,http://www.teenink.com/opinion/school_college/article/852225/Should-Bottled-Water-Be-Banned-in-Schools/,Should Bottled Water Be Banned in Schools? | Teen Ink,"<b>Bottled</b> <b>water</b> also leaks toxic additives into the groundwater, which is where people get their tap <b>water</b> from. As you can see <b>bottled</b> <b>water</b> should be banned in schools. <b>Bottled</b> <b>water</b> is bad for ...",TRUE,2
Should Bottled Water Be Banned?,25109,https://www.cagw.org/thewastewatcher/baffling-ban-selling-bottled-water,A Baffling Ban on Selling Bottled Water | Citizens Against ...,"Any park that wants to ban the sale of bottled water must submit an analysis on the repercussions of doing so and undergo an extensive review before approval is given by its NPS regional director. The Grand Canyon National Park, one of the most visited parks in the country, offered a list of pros and cons to instituting a bottled water sale ban ...",TRUE,-2
Should Bottled Water Be Banned?,34181,http://www.articlecats.com/index.php/banning-bottled-water-college-campuses/,Should We Be Banning Bottled Water on College Campuses ...,"All it takes for this type of policy is enough voices and the administration’s cooperation, making it a viable option for private schools. On the other hands, a public university is run by State money and passing this sort of <b>ban</b> on <b>water</b> <b>bottles</b> may raise some objections from liberty-minded individuals. Alternatives to Banning <b>Bottled</b> <b>Water</b>?",TRUE,0
Should Bottled Water Be Banned?,44446,https://myplasticfreelife.com/2009/10/tapped-even-more-arguments-against-bottled-water/,Tapped: Even More Arguments Against Bottled Water » My ...,"Tapped: Even More <b>Arguments Against Bottled Water</b>. ... Tapped, a polemic <b>against</b> the <b>bottled</b> <b>water</b> industry. As regular Fake Plastic Fish readers know, I’ve written extensively <b>against</b> <b>bottled</b> <b>water</b> myself, ... but none of your <b>arguments</b> really hold <b>water</b> (tee hee) at all. First, your <b>argument</b> that 90% of <b>bottled</b> <b>water</b> companies are small ...",TRUE,2
Should Bottled Water Be Banned?,52064,https://www.123helpme.com/usage-of-water-bottles-should-be-banned-view.asp?id=303983,The Usage of Water Bottles Should Be Banned ...,"Indeed, plastic <b>water bottles should</b> be <b>banned</b> from use by the public. The usage of <b>water bottles should</b> be suppressed because they are unimaginably dangerous, wasteful, expensive, and rarely recycled. Researchers have stated that plastic <b>bottles</b> containing <b>water</b> can contain many deadly chemicals.",TRUE,2
Should Bottled Water Be Banned?,59606,https://sites.nicholas.duke.edu/loribennear/2014/04/01/ban-the-bottle/,Ban the Bottle – Lori Bennear Research Group,"If banning water bottles seems too extreme, the administration should, at a minimum, post and distribute information telling consumers of the impacts of their choices. Misinformation or lack of information is not an excuse at one of the best universities in the country. However, I think that the best option is simply to ban them.",TRUE,2
Should Bottled Water Be Banned?,61783,https://www.macleans.ca/news/canada/how-banning-bottled-water-can-backfire/,How banning bottled water can backfire - Macleans.ca,"The school threw a “retirement party” for the plastic <b>bottle</b>, where it erected a sculpture made of 2,000 used plastic <b>water</b> <b>bottles</b>. Refillable <b>water</b> <b>bottles</b> were sold to students for $2 each ...",TRUE,-1
Should Bottled Water Be Banned?,61998,https://www.environmentalleader.com/2015/07/the-sustainability-of-bottled-water/,The Sustainability of Bottled Water,"The sustainability of <b>bottled</b> <b>water</b> has been a consistently studied and embittered subject for a variety of reasons. Issues with its packaging and sourcing have remained contentious, most specifically the repurposing of public <b>water</b> for profits by some of the largest corporations in the world.",TRUE,0
Should Bottled Water Be Banned?,64083,https://janebluestein.com/2013/should-classrooms-ban-water-bottles/,Should Classrooms Ban Water Bottles? | | Dr. Jane Bluestein,"I might need a little bit more info on why water bottles should not be banned though. Can you give me some reliable websites that I can use? Thanks! Reply. Dr. Jane Bluestein. July 29, 2018. You might want to check out Brain Gym or sports resources online, or talk with some of the coaches in your school or area. There is a bit of hysteria on ...",TRUE,-1
Should Bottled Water Be Banned?,67550,https://www.tallahassee.com/story/opinion/2017/09/06/opinion-why-you-shouldnt-freak-out-bottled-water/637363001/,Opinion: Why you shouldn’t freak out about bottled water,"Opinion: Why you shouldn’t freak out about bottled water ... hate speech, advocating violence and other violations can result in a ban. ... including bottled water and batteries purchased right ...",TRUE,-1
Should Bottled Water Be Banned?,77739,https://www.thestar.com/life/health_wellness/2008/08/11/the_case_against_bottled_water.html,The case against bottled water | The Star,"The case <b>against</b> <b>bottled</b> <b>water</b>. By Sean Petty &amp; Justin Trudeau. Mon., ... So, it&#39;s a sad statement about our society that we are increasingly choosing to drink <b>bottled</b> <b>water</b>, often from foreign ...",TRUE,2
Should Bottled Water Be Banned?,88393,https://usaonlineessays.com/should-we-ban-the-use-of-disposable-bottled-water/,Should we ban the use of (disposable) bottled water | Usa ...,"Should we ban the use of (disposable) bottled water. Order Description. This is an argumentative essay. The instructions and whats expected of this paper will be attached and listed below please look it over for guidance and what is expected to avoid possible re writes or revisions, thank you.",TRUE,1
Should Bottled Water Be Banned?,88524,https://www.newsmax.com/FastFeatures/global-warming-bottled-water-ban/2015/05/20/id/645643/,3 Reasons the Government Should Not Ban Bottled Water ...,"Another <b>argument</b> <b>against</b> banning <b>bottled</b> <b>water</b> – which was posed by Charles Fishman in a National Geographic editorial – is that if <b>bottled</b> <b>water</b> is banned, then all <b>bottled</b> drinks should be banned, including soda and beer. &quot;The environmental contrail from <b>bottled</b> <b>water</b> is astonishing.",TRUE,-2
Should Bottled Water Be Banned?,92497,https://healthfully.com/446428-the-disadvantages-of-drinking-bottled-water.html,The Disadvantages of Drinking Bottled Water | Healthfully,"In 2008, the bottled water market cornered 28 percent of the liquid refreshment market, according to the Beverage Marketing Association. Bottled water has become big business, but the industry is not without its critics 1.The upside of bottled water is that the convenience of it has people drinking more water instead of soda or other sugar-laden drinks, but the downsides are numerous.",TRUE,2
Should Bottled Water Be Banned?,13277,https://www.conserve-energy-future.com/compelling-reasons-why-plastic-bottles-should-be-banned.php,25 Compelling Reasons Why Plastic Bottles Should Be Banned ...,"25 Compelling Reasons Why Plastic <b>Bottles</b> Should Be Banned. By just taking a look around our environment; we realized that there is too much plastic that meets the eye at places such as dumping areas and even shore lines or by the roadside. Plastic is almost everywhere because it is used to do a lot of things ranging from packaging of food stuffs, <b>water</b>, used as mobile casing, and many other ...",TRUE,3
Should Bottled Water Be Banned?,33111,http://www.canadiangrocer.com/top-stories/how-banning-bottled-water-can-backfire-63558,How banning bottled water can backfire | Canadian Grocer,"Banning <b>bottled</b> <b>water</b> is supposed to benefit the environment and consumers, but might end up doing neither ... How banning <b>bottled water</b> can backfire. ... That’s the finding of a researcher who studied what happened at the University of Vermont after the school <b>banned</b> the sale of plastic <b>water</b> <b>bottles</b> on its campus in 2013.",TRUE,-2
Should Bottled Water Be Banned?,35028,https://www.business-standard.com/article/news-ani/banning-packaged-plastic-water-bottles-not-the-best-solution-for-environment-experts-117112101237_1.html,"Banning packaged plastic water bottles, not the best ...","Read more about Banning packaged plastic water bottles, not the best solution for environment: Experts on Business Standard. Opposing the ban on packaged plastic water bottles, announced by the State of Maharashtra, experts from the city have expressed concerns on the availability of viable alternative solutions.While the experts have appreciated the government&#39;s intent",TRUE,-1
Should Bottled Water Be Banned?,41420,https://www.createdebate.com/debate/show/Plastic_Water_Bottle_Should_be_Banned,Plastic Water Bottles Should be Banned | CreateDebate,"Someone made a very interesting point to me once. We tend to see this as a <b>water</b> <b>bottle</b> vs tap <b>argument</b>, but more often what you find is that it is an <b>argument</b> between <b>bottled</b> <b>water</b> and <b>bottled</b> soda. When people buy <b>water</b> <b>bottles</b> it is often from a convenience store or gas station, where tap <b>water</b> isn&#39;t even a choice.",TRUE,0
Should Bottled Water Be Banned?,45597,https://www.latimes.com/opinion/story/2019-08-08/sfo-plastic-water-bottle-ban,Editorial: A plastic bottle ban that&#39;s so crazy it just ...,"S.F. airport&#39;s <b>ban</b> on sales of <b>water</b> in plastic <b>bottles</b> is extreme, but extreme is what the plastic trash crisis demands. Editorial: A plastic <b>bottle</b> <b>ban</b> that&#39;s so crazy it just might work - Los ...",TRUE,2
Should Bottled Water Be Banned?,46149,https://www.directive21.com/blog/2012/02/five-reasons-against-bottled-water/,Featured Article: Five Reasons Against Bottled Water - LPC ...,"Trackbacks/Pingbacks. The Sunday Buzz - February 25, 2012. I do love my Royal Berkey that was purchased from Directive 21. Even if you are not interested in the Berkey, I think the following article on the Berkey Guy’s blog is a good read: Five Reasons <b>Against</b> <b>Bottled</b> <b>Water</b>.",TRUE,2
Should Bottled Water Be Banned?,54668,https://www.thecrimson.com/article/2013/11/15/uc-water-bottle-ban/,Vote Yes on the Bottled Water Ban | Opinion | The Harvard ...,"Vote Yes on the <b>Bottled</b> <b>Water</b> <b>Ban</b> | Opinion ... <b>Bottled</b> <b>water</b> is not held to the same exacting standards—it simply isn’t cleaner than tap ... In her letter <b>opposing</b> fossil-fuel divestment, ...",TRUE,2
Should Bottled Water Be Banned?,62077,https://www.bartleby.com/essay/Should-Bottled-Water-Be-Banned-FK6X6RQ5GKD5,Should Bottled Water Be Banned? - 1537 Words | Bartleby,"Do you think that <b>bottled</b> <b>water</b> consumption <b>should</b> be <b>banned</b>? <b>Bottled</b> <b>water</b> is <b>water</b> packed in plastic containers and sold for human consumption (Health Canada, 2013). Currently, the amount of <b>bottled</b> <b>water</b> consumed has increased considerably since many people feel it is safer drinking <b>bottled</b> <b>water</b> than tap <b>water</b> (Parent and Wrong, 2014).",TRUE,1
Should Bottled Water Be Banned?,83659,https://liveandletsfly.boardingarea.com/2019/08/03/sfo-plastic-water-bottle-ban/,SFO Plastic Water Bottle Ban Is Bad Public Policy - Live ...,"I am <b>against</b> most <b>bans</b> and <b>bottled</b> <b>water</b> is one of them. The solution is to tax it, not <b>ban</b> it. Why is it that the CRV (California Redemption Value) on <b>water</b> <b>bottles</b> is only five cents? This is a deposit levied at time of purchase. Why not raise that to a meaningful level to discourage behavior, like the tax on cigarettes?",TRUE,-2
Should Bottled Water Be Banned?,83716,https://www.foodandwaterwatch.org/sites/default/files/Banning%20Bottle%20Campus%20FS%20June%202012.pdf,Banning the Bottle on Campus - Food &amp; Water Watch,"water, a partial ban on the sale of bottled water in certain venues, a ban on using university or student government funds to buy bottled water, and increasing access to reus-Banning the Bottle on Campus Fact Sheet • June 2012 WATER College students are often pioneers in activism, and today many are successfully ﬁ ghting the bottled water ...",TRUE,2
Should Bottled Water Be Banned?,86692,https://www.bottledwatermatters.org/,Bottled Water Matters | Bottled Water Facts | Support ...,"Bottled Water Matters is the official voice of the bottled water industry. We are a coalition formed by the IBWA. We give bottled water consumers a voice to share their ideas about bottled water safety, the bottled water facts, types of bottled water, healthy bottled water companies and commitment to recycling.",FALSE,0
Should Bottled Water Be Banned?,94973,https://www.ukessays.com/essays/environmental-sciences/what-are-the-impacts-of-bottled-water-environmental-sciences-essay.php,What Are The Impacts Of Bottled Water Environmental ...,"In the United States, bottled water costs between $0.25 and $2 per bottle while tap water costs less than $0.01. Around the globe, a billion people don’t have access to clean water. However cities all over the world are spending millions of dollars to deal with all the plastic bottles thrown out.",TRUE,2
Should Bottled Water Be Banned?,95625,https://www.newsmax.com/FastFeatures/global-warming-bottled-water-tips-environment/2015/05/20/id/645635/,3 Reasons Bottled Water Contributes to Global Warming and ...,Americans are consuming more bottled water than ever – drinking some 9.67 billion gallons in 2012 alone according to an International Bottled Water Association – and this comes at a time when there is growing evidence that the recyclable plastic bottles the water is packaged in is contributing directly to global warming. This evidence is leading local governments in the U.S. and Canada to ...,TRUE,2
Should Bottled Water Be Banned?,98449,http://www.abc.net.au/news/2009-07-29/bottled-water-ban-saves-town-up-to-25m-a-year/1370902,Bottled water ban saves town &#39;up to $2.5m a year&#39; - ABC ...,<b>Bottled water ban</b> saves town &#39;up to $2.5m a year&#39; ... Earlier this month the southern highlands town of Bundanoon became the first community in the world to <b>ban</b> <b>bottled</b> <b>water</b>. In an <b>opinion</b> piece ...,TRUE,2
Should Bottled Water Be Banned?,14923,https://www.nytimes.com/2010/11/07/education/edlife/07bottledwater-t.html,Banning the Bottle - The New York Times,"Beginning this fall, Seattle University and the University of Wisconsin, Stevens Point, join six other colleges and universities with a campuswide ban on selling bottled water, reports the ...",TRUE,0
Should Bottled Water Be Banned?,18809,https://brainly.com/question/9494405,A writer uses the following evidence to support an ...,"A writer uses the following evidence to support an argument to ban bottled water in schools: The number of empty plastic bottles that do not get recycled Which answer most clearly connects the claim to the evidence? Drinking water is definitely a healthier alternative than soda; however, students rarely recycle their used water bottles, and not ...",TRUE,2
Should Bottled Water Be Banned?,31409,https://www.youthvoices.live/2018/10/01/should-bottled-water-be-banned/,Should Bottled Water Be Banned? – Youth Voices,"I think plastic <b>water</b> <b>bottles</b>, and plastic in general, is very harmful to the environment. While plastic <b>water</b> <b>bottles</b> might be hard to <b>ban</b>, it could be easier to try and move other forms of packaged food and products from plastic packaging to things like cardboard and paper.",TRUE,2
Should Bottled Water Be Banned?,31725,https://www.huffpost.com/entry/university-of-vermonts-removal-of-bottled-water-caused-students-to-drink-more-unhealthy-beverages_n_55a58255e4b04740a3de4e85,When The University Of Vermont Banned Bottled Water ...,"A ban on bottled water at the University of Vermont actually increased the number of bottles sent to the trash, and caused students and staff to drink more unhealthy beverages, a recent study found. In response, the university is working on new approaches to get students to drink more water. ...",TRUE,-1
Should Bottled Water Be Banned?,34368,https://ww2.kqed.org/education/2019/09/05/would-banning-plastic-bottles-help-or-hurt-the-planet/,Would Banning Plastic Bottles Help or Hurt the Planet ...,"What are the pros and cons around banning plastic bottles? About 70% of plastic water bottles bought in the U.S. are not recycled, and so end up in the oceans. On top of that, plastic bottles are ...",TRUE,-1
Should Bottled Water Be Banned?,46006,https://www.macleans.ca/education/uniandcollege/why-ban-bottled-water/,Why ban bottled water? - Macleans.ca,"<b>Why</b> <b>ban</b> <b>bottled</b> <b>water</b>? Long term effects of <b>bottled</b>-<b>water</b> bans are unclear and concerning by Jacob Serebrin. Oct 26, 2010 Over the summer, Bishop’s University, became the first university in ...",TRUE,-1
Should Bottled Water Be Banned?,61385,https://www.thecrimson.com/article/2013/11/20/water-bottles-nope/,Don&#39;t Ban the Bottle | Opinion | The Harvard Crimson,"An outright <b>ban</b> of <b>water</b> <b>bottles</b> offers easy fodder for conservative pundits bent on <b>opposing</b> the cause of environmentalism, making it easy for such pundits to label proponents of this policy as ...",TRUE,-2
Should Bottled Water Be Banned?,71132,https://www.smithsonianmag.com/science-nature/the-trouble-with-bottled-water-40529397/,The Trouble with Bottled Water | Science | Smithsonian ...,The Trouble with <b>Bottled Water</b> Elizabeth Royte reflects on the backlash <b>against</b> commercializing a natural resource and responds to reader comments <b>Bottles</b> washed up on a beach (iStockphoto/Jeroen ...,TRUE,1
Should Bottled Water Be Banned?,76788,https://canadians.org/sites/default/files/publications/5%20reasons%20to%20ban%20bottled%20water.pdf,Factsheet: Five reasons to ban bottled water,"Five Reasons to <b>Ban Bottled Water</b> In Canada, we are not immune to the growing threats of <b>water</b> scarcity. Twenty per cent of municipalities have faced shortages in recent years. Canada is a net exporter of <b>bottled</b> <b>water</b>, selling its ancient glacier waters all over the world mostly for the profit of",TRUE,2
Should Bottled Water Be Banned?,78638,https://www.economicshelp.org/blog/1172/economics/should-bottled-water-be-banned/,Should Bottled Water Be Banned? - Economics Help,"I often hear of arguments saying bottles of mineral water should be banned. The logic of banning bottled water is that it is a strong commitment to reducing single-use plastic which has high environmental costs. However, others argue it is a rather drastic measure which only tackles small part of…",TRUE,0
